Property ID,Property Name,Sub-Entity,Parent Entity,Jurisdiction,State,Property Type,Close Date,Amount Due,Previous Year Taxes,Extraction Steps,Acct Number,Property Address,Tax Bill Link
ff5d1f45-41e9-4c76-8704-6f45d0e22df0,"BCS NC Fund Propco 12 LLC - 1602 Martin Luther King Jr. Pkwy, Wilson, NC - Parcel 1",,BCS NC Fund Holdco LLC (TX),Wilson,NC,property,12/22/22,$0.00 ,,"1. Form fill 'BCS'
2. Click the account number in table (first row)",,,https://wilsonnc.devnetwedge.com/
d07deae5-1689-48b7-b289-04d657675879,"BCS NC Fund Propco 12 LLC - 1602 Martin Luther King Jr. Pkwy, Wilson, NC - Parcel 2",,BCS NC Fund Holdco LLC (TX),Wilson,NC,property,12/22/22,$0.00 ,,"1. Form fill 'BCS'
2. Click the account number in table (second row)",,,https://wilsonnc.devnetwedge.com/
2c65175d-8432-4d0e-85d7-267479b1c368,"BCS NC Fund Propco 13 LLC - (Duplin County) 206 North Main Street, Kenansville, NC",,BCS NC Fund Holdco LLC (TX),Duplin,NC,property,12/22/22,"$7,817.07 ",$0.00 ,"1. Dropdown Select 'Account #'
2. Enter Account # 1000618
3. Click first link ""BCS Fund Propco 13""
4. Link will open a pop-up window with tax bill info. This is what should be scraped.",1000618,"206 North Main Street, Kenansville, NC",https://secure.webtaxpay.com/index.php?site=full&county=duplin&state=NC
af66d8f8-209a-4a9a-ae73-ca02560ebbb4,"BCS NC Fund Propco 14 LLC - 821 Martin Luther King Jr Ave, Oxford, NC (Granville County)",,BCS NC Fund Holdco LLC (TX),Granville,NC,property,12/22/22,"$10,359.78	",,"1. Form fill for 'property address' is 821 Martin Luther King
2. 2025 record is the first row of table
3. 2024 record is the second row of table.",,,https://tax.granvillecounty.org/ITSPublic/TaxBillSearch
b091fee1-f139-4042-bd5d-94377a004986,"BCS NC Fund Propco 15 LLC - (Vance County) 1640 North Garnett Street, Henderson, NC",,BCS NC Fund Holdco LLC (TX),Vance,NC,property,12/22/22,,,1. Direct Link,,,https://vance.ustaxdata.com/account.cfm?parcelID=0044%2006010
dc6650e8-173f-4f5a-8c8a-cd3a5ac898df,"BCS NC Fund Propco 16 LLC - (Edgecombe County) 2256 North Main Street, Tarboro, NC",,BCS NC Fund Holdco LLC (TX),Edgecombe,NC,property,12/22/22,,,"1. Form fill for 'parcel ID' field is 4739-01-1576-00
2. Click on text under 'Account Name' for property info",,,https://taxpa.edgecombecountync.gov/paas/?DEST=pSearch&action=Search
908100fe-b437-445b-a1fb-31b197c26274,"BCS NC Fund Propco 16 LLC - (Town of Tarboro) 2256 North Main Street, Tarboro, NC",,BCS NC Fund Holdco LLC (TX),Town of Tarboro,NC,property,12/22/22,skip,"$3,078.44 ",skip,skip,skip,https://taxpa.edgecombecountync.gov/paas/?DEST=pSearch
6ac5f946-fb5a-4b04-92fe-60b9ad050eed,"BCS NC Fund Propco 17 LLC - (Edgecombe County) 1122 N. Raleigh Street, Rocky Mount, NC",,BCS NC Fund Holdco LLC (TX),Edgecombe,NC,property,12/22/22,,,"1. Form fill for 'parcel ID' field is  3860-20-0944-00
2. Click on text under 'Account Name' for property info",,,https://taxpa.edgecombecountync.gov/paas/?DEST=pSearch&action=Search#
9c7c4c62-5e70-4891-bcd3-bd1124abd6fd,"BCS NC Fund Propco 17 LLC - 1122 N. Raleigh Street, Rocky Mount, NC (Rocky Mount)",,BCS NC Fund Holdco LLC (TX),Rocky Mount,NC,property,12/22/22,skip,skip,skip,skip,skip,https://rockymountnc.munisselfservice.com/css/citizens/RealEstate/Default.aspx?mode=new
3ae00d9c-1cdf-4bc2-b2eb-34c548dec88a,"BCS NC Fund Propco 18 LLC - (Pitt County) - 715 S. Memorial Drive, Greenville, NC (Pitt County)",,BCS NC Fund Holdco LLC (TX),Pitt,NC,property,12/22/22,,,1. Direct Link,,,https://tax.pittcountync.gov/publicwebaccess/AbstractDetails.aspx?AbstractPk=2969026
68051304-37a1-4ed6-8d1c-44d3a6efcc74,"BCS NC Fund Propco 19 LLC - (Lenoir County) 3800 W. Vernon Ave., Kinston, NC",,BCS NC Fund Holdco LLC (TX),Lenoir,NC,property,12/22/22,,,"1. Direct Link
2. ""Final Total Amount Due""",,,https://www.lenoircountytaxes.com/taxes.html#/WildfireSearch
11bf5daa-bd33-4e7e-8d79-9b4a8d71a126,"BCS NC Fund Propco 20 LLC - 3314 Neuse Blvd, New Bern, NC (Craven County)",,BCS NC Fund Holdco LLC (TX),Craven,NC,property,12/22/22,,,"""1. Form fill for """"account number"""" field.
2. acct number 116906
3. page will scroll automatically
4. record for this property is the last row (year 2025) """,,,https://www.bttaxpayerportal.com/ITSPublicCR/TaxBillSearch
4e2d098a-0383-452b-9324-41a74dbc76eb,BCS Splendora LLC - Tract #1 - Ben Nevis (1.9407 Acres),,BCS Splendora LLC,Montgomery,TX,property,11/9/23,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000820204701&ownerno=0
52bfc0dc-7a21-4f71-897e-481930ad1b5a,BCS Splendora LLC - Tract #2 - James Davis (1 Acre),,BCS Splendora LLC,Montgomery,TX,property,9/22/23,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000820203700&ownerno=0
f0edb7b3-4795-4327-9bbe-e81bc2258fac,BCS Splendora LLC - Tract #3 - Ahmed (1.9196 Acres),,BCS Splendora LLC,Montgomery,TX,property,11/9/23,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000820208410&ownerno=0
d7eceb20-cf79-47b5-b59c-871826c34863,Houston QSR Propco LLC - 104 E. Edgewood - Friendswood,,Houston QSR Propco LLC,Galveston,TX,property,6/3/25,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/galveston/showdetail2.jsp?can=371025
905e0c5f-92ad-4bef-9801-728695e492aa,"Houston QSR Propco LLC - 1702 Nasa Rd, Nassau Bay, TX",,Houston QSR Propco LLC,Harris,TX,property,,,,"1. Direct Link
2. ""Final Total Amount Due""",,,https://www.hctax.net/property/TaxStatement?account=zh6A2f1+EQ9Mxi1tE9p02yyToS4AkkD/3HxxmCEeKog=
1519bdd9-bcad-4194-86b4-53f1510db234,"Houston QSR Propco LLC - 2800 FM 1764 Rd, La Marque",,Houston QSR Propco LLC,Galveston,TX,property,6/3/25,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/galveston/showdetail2.jsp?can=400341
3552c617-074c-44e7-b232-ae6365ea2427,Houston QSR Propco LLC - 3101 FM 528 - Friendswood,,Houston QSR Propco LLC,Harris,TX,property,6/3/25,,,1. Direct Link,,,https://www.hctax.net/property/TaxStatement?account=g/5M7k/T8QbY1VYWmDs9x3hyZoiUWoHNggngr/Jjgn8=
923c993b-2246-4409-a213-dc97ef5a1d4c,"Houston QSR Propco LLC - 4014 Spencer Hwy, Pasadena",,Houston QSR Propco LLC,Harris,TX,property,6/3/25,,,"1. Direct Link
2. ""Final Total Amount Due""",,,https://www.hctax.net/property/TaxStatement?account=QixE4kb8ggfILrpi5IEKdK0hpoqpuMMrpGEn8hYxEoc=
85851a1b-770a-4c16-a085-865f969d0ab5,"OCV Center LLC (111 East Highway 112, Center, CO, 81125)",,OCV Alta Portfolio II LLC,Saguache,CO,property,7/1/22,not posted,"$5,177.00 ","1. Click ""Enter EagleWeb"" button
2. Enter Account Number in form fill",R017041,111 E HWY 112,https://saguachecountyco-assessor.tylerhost.net/assessor/web/
580b1521-194d-4a48-94f1-555afd2bbf99,"OCV Colorado Springs LLC (227 Fillmore St, Colorado Springs, CO, 80907)",,OCV Alta Portfolio II LLC,El Paso (CO),CO,property,7/1/22,,"$5,714.92 ","1. Click ""search for taxes"" button
2. enter account number in form
3. click download bill",R6331306003,,https://www.paydici.com/el-paso-county-treasurer/search/landing
06dfeb24-068e-4801-a9a8-cfe67605366e,"OCV Delta LLC (1502 Howard Street, Delta, CO, 81416)",,OCV Alta Portfolio II LLC,Delta,CO,property,7/1/22,$0.00 ,"$4,031.48 ","1. Direct Link
2. Taxes Due for 2024",R015562,"1502 S MAIN ST., Delta, CO",https://assessor.deltacountyco.gov/assessor/taxweb/account.jsp?accountNum=R015562
111466a9-91b5-4fce-9b0c-3669f074ebee,"OCV Pueblo I LLC (2714 Thatcher Ave, Pueblo, CO, 81005) - Parcel 1 & 2",,OCV Alta Portfolio II LLC,Pueblo,CO,property,7/1/22,,,"1. Form fill parcel number 1502208001
2. Click into parcel number. 
3. Tax info in 'gross tax amount'",1502208001,,http://www.co.pueblo.co.us/cgi-bin/webatrallbroker.wsc/atrpropertysearchall.html
9a6bbdd9-5e64-4632-b527-5a8885261538,"OCV Pueblo II LLC (1350 E 4th St, Pueblo, CO, 81001)",,OCV Alta Portfolio II LLC,Pueblo,CO,property,7/1/22,,,"1. Form fill for 'Owner Name' is 'OCV Pueblo II'
2. click account number field link for property information",,,http://www.co.pueblo.co.us/cgi-bin/webatrallbroker.wsc/atrpropertysearchall.html
fa1f6bdf-50e6-48af-a71c-dd478d2f1612,PE 249 LLC - Capital One (1.656 Acres),,PE 249 LLC,Harris,TX,property,6/14/23,,,"1. Direct Link
2. ""Final Total Amount Due""",,,https://www.hctax.net/Property/TaxStatement?account=hjXFmdRkUXnxm9u2Wf+XVdbKXFOPTInMzjZbv+qSMd4=
595e164a-4e36-4099-86fc-b5d5b8440c3a,PE 249 LLC - Capital One (1.656 Acres) - Aldine ISD,,PE 249 LLC,Aldine ISD,TX,property,6/14/23,$0.00 ,"$17,681.40 ",1. Direct Link,1.22E+12,0012650 SH 249,https://tax.aldine.k12.tx.us/Accounts/AccountDetails?taxAccountNumber=1222010010049
857aec46-9ed8-4848-bdef-54d7af50f719,PE 249 LLC - Northwest Park M.U.D. - Triangle Tract (0.1928 Acres),,PE 249 LLC,Northwest Park M.U.D.,TX,property,11/7/23,,,"1, Direct Link",,,https://www.utilitytaxservice.com/AcctDetail/777/1222010010001
10c8e244-abb4-4251-bcc1-e3bfd803812f,PE 249 LLC - Northwest Park M.U.D. (1.656 Acres),,PE 249 LLC,Northwest Park M.U.D.,TX,property,6/14/23,,,"1, Direct Link",,,https://www.utilitytaxservice.com/AcctDetail/777/1222010010049
5aa41e2a-8310-4927-bc03-a1e7d53c5e02,PE 249 LLC - Triangle Tract (0.1928 Acres),,PE 249 LLC,Harris,TX,property,11/7/23,,,"1. Direct Link
2. ""Final Total Amount Due""",,,https://www.hctax.net/Property/TaxStatement?account=hjXFmdRkUXnxm9u2Wf+XVWo1JZu4cefE9UjmmsXYOMM=
47113570-a7d5-40dd-b233-608a3110ec7d,PE 249 LLC - Triangle Tract (0.1928 Acres) - Aldine ISD,,PE 249 LLC,Aldine ISD,TX,property,11/7/23,$0.00 ,$434.18 ,1. Direct Link,1.22E+12,0012650 SH 249,https://tax.aldine.k12.tx.us/Accounts/AccountDetails?taxAccountNumber=1222010010001
64565347-ab42-4c39-b028-a72210048c7d,Riley Fuzzel - Benders Landing - (0.087 acres),,BCS Birnham Woods LLC (TX),Montgomery,TX,property,4/5/23,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0025710301300&ownerno=0
fb8ac1a7-6666-45bf-9b16-c0018a6dfe3f,Riley Fuzzel - Lindsey Commercial (0.287 acres),,BCS Birnham Woods LLC (TX),Montgomery,TX,property,1/18/23,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0003510100216&ownerno=0
ceaa59e5-7d7a-4fca-8581-b413ffe28943,Riley Fuzzel - ParkwayRayford 42 - (1.59 acres),,BCS Birnham Woods LLC (TX),Montgomery,TX,property,12/22/21,,,"1. Direct Link
2. ""Due for…"" text line",,,https://www.utilitytaxservice.com/AcctDetail/MSC/45937300
